PeakID,Mass,RT,FORMULA,Putative metabolite,confidence,Map,Pathway,PAK-1-0,PAK-2-0,PAK-3-0,PAK-4-0,PAK-5-0,PAK-1-1-C,PAK-2-1-C,PAK-3-1-C,PAK-4-1-C,PAK-5-1-C,PAK-1-1-P,PAK-2-1-P,PAK-3-1-P,PAK-4-1-P,PAK-5-1-P,PAK-1-4-C,PAK-2-4-C,PAK-3-4-C,PAK-4-4-C,PAK-5-4-C,PAK-1-4-P,PAK-2-4-P,PAK-3-4-P,PAK-4-4-P,PAK-5-4-P,PAK-1-24-C,PAK-2-24-C,PAK-3-24-C,PAK-4-24-C,PAK-5-24-C,PAK-1-24-P,PAK-2-24-P,PAK-3-24-P,PAK-4-24-P,PAK-5-24-P,P6-1-0,P6-2-0,P6-3-0,P6-4-0,P6-5-0,P6-1-1-C,P6-2-1-C,P6-3-1-C,P6-4-1-C,P6-5-1-C,P6-1-1-P,P6-2-1-P,P6-3-1-P,P6-4-1-P,P6-5-1-P,P6-1-4-C,P6-2-4-C,P6-3-4-C,P6-4-4-C,P6-5-4-C,P6-1-4-P,P6-2-4-P,P6-3-4-P,P6-4-4-P,P6-5-4-P,P6-1-24-C,P6-2-24-C,P6-3-24-C,P6-4-24-C,P6-5-24-C,P6-1-24-P,P6-2-24-P,P6-3-24-P,P6-4-24-P,P6-5-24-P,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8
p43,294.110575,1.528538481,C15H18O6,Tutin,5,Undefined,Undefined,234513.3211,295771.7046,258544.4095,322152.2172,334837.0783,208780.5658,235377.8904,253358.3823,260825.1138,212894.9646,352494.0516,713010.4705,204571.268,370126.0512,249707.5641,355278.8735,314139.2228,221404.4919,394733.6613,272859.2508,249182.7411,314653.2838,273292.823,314878.0148,390249.4444,252128.1335,227783.1119,287857.7618,211830.8013,525845.7835,345465.2978,338483.6434,320593.3792,215594.8438,215050.7542,291139.7811,300728.55,345466.3468,303740.8055,207798.7896,293305.0006,308060.9913,258569.3001,369227.9293,336078.6837,351692.9174,349493.7543,235120.5576,276313.2728,322125.5022,207065.5711,222092.8802,260324.1983,166052.7105,254551.9725,316823.3376,193184.8753,263289.1143,382566.2457,240326.8424,251873.4292,167237.7847,247261.0649,341882.1746,295028.3165,237286.7775,200793.5293,181889.0051,499595.8632,178125.0415,2113573.558,1959519.957,2092016.957,1972507.677,2259809.553,2490464.748,2024088.915,2064137.852
n1857,298.1415229,0.908968789,C15H22O6,Toxin T2 tetrol,5,Undefined,Undefined,40892.85635,44841.50735,21382.15978,23941.49556,127307.5824,15080.831,35571.2677,151078.9388,38087.2605,11990.56645,54609.32625,136602.0529,188200.7373,13095.57451,21970.71239,40500.55945,40901.03007,10123.24338,21165.85469,15592.52817,131104.8525,92360.5958,8452.281604,31532.66963,122463.8001,7115.551652,55662.91316,14362.93499,9207.603673,40265.52064,25695.30329,30766.73852,53920.87141,19879.54157,67836.59912,72626.58931,24408.62587,81602.21195,169128.0783,188490.0675,42883.12742,40925.52381,127313.6054,152895.7539,148013.8845,27167.67429,29471.90262,37810.04881,17060.46127,22356.76795,22129.71452,16804.23424,0,123469.794,13865.42668,56111.30899,36942.01567,9815.964898,151306.3184,92259.5163,9141.066221,49910.82301,9174.287099,73204.72688,101511.4542,11803.40569,58973.52335,181609.7824,290189.4014,96552.04066,822695.1514,851321.7876,667640.6426,776100.4901,790736.7157,717318.8657,704500.254,700250.3073
p1314,308.1579047,1.482000283,C12H24N2O7,psicoselysine,5,Undefined,fructoselysine and psicoselysine degradation,436096.3178,638909.7696,340030.1996,423386.2443,332358.0798,561571.1392,701778.7607,448345.0396,396645.6122,409108.3832,149441.7258,213885.7772,54559.48047,33033.39623,104675.2631,606310.1904,449068.9983,375779.0795,160700.0183,498276.7804,313611.4068,232008.392,162912.9741,199196.5636,260786.6392,0,0,0,0,0,0,0,0,0,0,485010.3253,516758.6461,421532.1207,395375.5016,406218.3481,571536.9491,503291.2399,711825.5898,579797.4664,569890.8635,257307.4976,304828.7823,364521.6476,320156.3391,414702.4412,461743.4814,520625.7902,706877.3137,710708.4667,664930.7086,240863.7771,307958.5662,410033.1111,414297.4192,265575.0036,0,0,0,0,0,0,0,0,0,0,213106.5053,273300.4464,230950.0436,222301.3652,217707.1882,255824.9108,217049.4036,202178.725
p234,313.2620307,1.87107073,C18H35NO3,(+)-Prosopinine,5,Undefined,Undefined,5854141.012,9261294.191,7499808.375,8424597.758,6952143.851,8472103.024,9622713.284,8340512.679,6152259.869,8220244.117,2939067.661,3717193.935,1293143.95,1437203.152,2154609.403,7510738.425,6041900.772,5993169.764,2531165.815,6394617.1,3550115.208,2541529.998,2350906.856,2353422.098,4647055.313,262300.8252,183415.5369,169343.257,130226.366,144762.2124,310547.166,175487.8921,195798.736,142595.7747,119748.1673,6663530.085,7576649.726,6437134.438,8031611.479,6325635.417,7267444.078,7218890.42,10325086.86,11316109.7,9230936.724,3411972.869,4138842.368,4382702.896,4621884.097,4753266.492,5733457.234,6006601.513,9684095.04,9131519.126,8527397.073,2417613.013,2777822.617,4361113.013,5193803.538,3421271.677,342820.3948,294697.4221,133003.8045,205819.6784,157981.27,209141.0144,146505.9524,234316.3884,166988.079,105387.9078,3037644.078,3457894.473,3535035.497,3264682.526,3179471.059,3307780.057,3205022.193,3333755.689
p1719,316.2982873,4.630378208,C19H40O3,1-O-Hexadecyl-sn-glycerol,5,Undefined,Undefined,31667.9832,41234.42335,37992.33736,44371.30696,38675.80825,48446.37783,105658.7368,100908.6776,106800.9559,49760.24954,65457.20393,107828.2382,248483.2525,138209.8257,86180.9917,65085.10818,145427.9337,80266.96234,50106.2607,77877.66571,74937.79959,148621.2124,114538.8341,171474.4357,60545.89304,95344.29598,278698.8949,148929.0567,67099.24297,113543.2198,73125.85215,303398.6318,133032.1103,57431.39414,124506.8433,40611.36182,56297.5843,42253.79125,52830.58358,40860.55693,72486.70869,118197.9777,122976.3586,110442.599,54898.37004,66975.35346,122049.0822,154417.0392,59338.51169,57112.52284,71273.86043,156839.9792,94396.48236,168952.9874,65801.41713,95638.44779,187257.9781,95559.88941,187856.3589,79521.51225,82530.43621,305090.5507,121117.3532,59750.61242,134969.5784,157923.3051,270632.5478,97506.40282,53462.06703,101570.9852,145723.9387,153275.8074,145227.9498,121590.345,109145.417,104381.6687,117820.7146,108608.7219
p4610,329.184218,1.164803032,C16H27NO6,Europine,5,Undefined,Undefined,117775.9294,116249.7238,175945.8358,202759.6135,144450.904,188729.9958,192648.9615,138836.6483,84793.88083,126847.4836,272743.1474,215950.3256,48815.37294,126499.0173,138940.8883,159727.2155,104957.1791,128224.1121,123911.8052,168274.7825,72355.99866,217552.6521,93186.75893,147288.1007,301752.2458,127455.7028,82235.68321,83543.07011,77118.43311,334296.646,133230.6849,125893.3609,101575.5467,131944.9623,136441.4036,246124.4185,168665.4876,132152.9503,146318.4594,95485.2529,123982.6453,104712.9901,126797.9618,296804.3461,117620.438,252598.614,269880.4987,105085.1685,186716.1997,157830.1409,103992.7873,82300.59579,111987.5343,60972.87656,114673.4717,130714.7171,99835.5833,87673.52358,124789.2167,112425.3786,134305.421,85828.19628,81471.87998,81157.21823,85148.27162,91287.54582,73926.24808,116803.7012,138093.6098,68389.75475,112808.0822,89627.76956,98938.1407,101523.897,120460.0751,95714.04966,80671.98177,105875.3836
p1929,332.1417211,1.908873084,C19H21FO4,1-Dehydro-9-fluoro-11-oxotestololactone,5,Undefined,Undefined,52667.45151,124145.3027,127250.4044,13485.26149,44854.1652,69331.59658,48870.17971,36771.44196,65662.13912,71681.82034,52308.04437,162244.4575,61082.6186,85017.27948,106403.0193,42145.36328,135745.5335,82237.71665,16047.32082,57233.77668,38613.12317,105882.9211,34341.67926,67464.82635,42463.31821,128992.9666,88624.94245,72315.9616,83979.72019,94040.01018,187199.4213,42583.24706,17434.0772,66115.17391,89517.53836,178114.2447,146663.3937,116922.1492,72508.61134,124667.8692,88992.83128,178144.2054,79081.50444,167721.18,136034.1371,228441.1206,121122.7038,242201.815,86668.56653,104587.7036,20937.2008,47393.30501,126582.0961,89704.23177,85257.59473,91468.04976,147908.0042,98322.94982,129494.0699,115613.9224,33704.48041,84712.10358,75984.77145,159688.1843,42296.59807,79683.29309,124490.4375,85182.92004,144070.7631,153844.0648,26503.20029,88409.64814,82307.69995,106853.164,99814.08419,95062.26657,102915.5088,108651.3796
p4768,338.2055991,3.649302572,C20H28F2O2,"4,4-Difluoro-17beta-hydroxy-17alpha-methyl-androst-5-en-3-one",5,Undefined,Undefined,135212.1521,163463.8271,185189.1225,163098.4849,193143.4728,149410.3353,137443.1123,188277.6346,190417.5433,169156.3174,42497.09924,37624.06789,46729.11974,49179.25679,48045.31878,174690.1141,92501.83279,75736.77094,33761.78963,46250.06703,31533.43418,41871.92898,21254.86432,40115.66238,42932.82916,9847.499505,20218.61838,5331.828602,6383.815101,10100.64704,25765.29426,28735.11806,3802.992595,5215.186388,22037.50126,75137.08556,56754.72775,56470.28555,60761.30759,68404.77126,96974.37448,86993.5739,78352.81204,85098.25782,99610.55511,33055.90396,41101.17502,33416.45112,62506.10308,58041.93643,38351.26404,67055.75863,68360.04004,51156.08985,38711.60385,18108.45099,25840.09054,24798.94404,47609.68566,35524.823,8026.881858,17494.80371,4438.839316,5570.315231,5679.369676,5461.809861,8959.056279,20533.94791,5741.865729,4174.864287,23836.64286,37433.56713,39012.57269,32553.05441,44873.45065,27507.52888,33902.83667,29353.20725
p1883,344.3295227,5.672426273,C21H44O3,1-O-Octadecyl-sn-glycerol,5,Undefined,Undefined,33978.54731,39269.0273,43971.159,38093.76299,37294.18221,25024.48964,78473.15007,71552.16701,73778.03983,44074.62398,33330.3404,39593.31229,114607.8538,72113.05185,60914.38774,40036.77609,97248.34013,53291.97776,53397.86235,65087.85306,41190.53402,47973.79404,52202.76161,98115.29494,22696.72568,36377.92719,112190.6737,73105.55289,53699.32695,61631.78461,47409.34391,100938.3736,49975.35323,42948.95004,49917.60149,21114.12661,48305.49413,40791.82743,55132.28849,20052.44994,43039.12301,83864.86823,56424.06544,64162.03067,43876.52906,36461.37926,45525.1327,62162.89229,38511.83945,38770.87165,18314.3316,65627.74703,45794.43526,105292.7721,55499.74698,39973.28712,54196.56389,52507.13283,57411.81173,56506.58417,43815.29396,92809.64338,59185.60788,50800.26264,79814.6153,66329.94843,96484.15586,22338.3728,48764.07611,67603.19501,66241.38075,63686.42399,59692.9054,50192.04714,53481.77093,46271.68965,42326.14284,41279.78647
p3689,352.0426821,2.245132704,C15H12O10,OH-DDVA meta-cleavage product,5,Undefined,Undefined,136765.9595,185778.0897,100332.7475,106287.6081,90178.16845,151508.5036,124695.5676,101878.5879,74170.99578,98142.59975,171386.5907,161564.1221,117166.5464,97835.34762,118868.8321,135025.4963,118807.9953,152502.8794,219445.7853,133347.188,149210.2348,108603.9142,170283.9652,79620.74123,109438.8061,127416.4842,102706.3905,107856.9693,132759.0553,141884.7316,127453.548,86247.62641,160117.4267,112001.7416,137500.6133,147532.2548,122591.8795,90899.14619,138223.0295,129148.2098,95113.84031,94780.39724,146752.4132,94823.27851,134279.6334,103929.3635,100963.5507,120045.0063,145657.8341,122939.8921,154916.4191,135560.0087,138830.756,96519.71856,143616.5289,128587.6233,114281.6259,211371.7584,87814.10874,130355.3348,178068.2505,102431.119,144200.9312,137625.63,129199.7131,186372.9662,133999.6774,223472.9103,176680.4684,132800.316,213681.8464,325471.2017,324672.6206,377554.2687,384726.0129,438914.6624,501047.9838,461859.9913
p1835,358.2726515,3.573709592,C20H38O5,13-14-DihydroPGF-1a,5,Undefined,Undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4515.953758,2904.554354,0,0,3975.439172,0,0,0,148679.6858,131875.6617,37084.5457,60524.05177,370618.6057,356406.8004,201270.9769,68756.13885,105584.7464,820801.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101.107793,4790.24175,0,0,0,0,0,0,0,0,0,131555.2308,52282.55617,169080.2909,19186.2432,141674.7535,116704.7164,64695.858,396168.9572,15318.11465,185719.3554,44201.10038,40189.25523,32944.0082,35138.97022,34539.84873,32789.79552,41211.29882,31643.0564
p411,396.2282521,1.694433912,C18H37O7P,"(9S,10S)-10-Hydroxy-9-(phosphonooxy)octadecanoate",5,Undefined,Undefined,662851.1127,281227.5964,150434.1648,516395.1244,442271.4467,198118.5603,490825.5441,557592.6719,248563.1772,238645.2887,781246.5304,132388.2041,11700.27856,139629.5233,68193.18292,691605.3269,76947.47024,362424.6674,529856.7485,150936.2212,1354570.073,170181.3514,202109.5316,136777.5508,396575.1399,253574.9107,202046.8997,159379.6865,308168.3459,520930.2632,188974.6568,408781.0632,422889.8971,899235.5157,0,67215.42655,76196.73047,500118.1105,188344.7239,165936.6986,218558.7622,11074.25657,146241.7432,44324.07893,163385.4537,76846.99593,196161.7799,49073.90372,35443.3174,83331.09346,284454.7915,210389.9324,291452.6718,363259.1891,84245.23757,518013.4842,84185.88457,355909.017,106934.6446,171777.3833,1124909.806,230969.4432,80836.56693,88523.89046,1442932.76,235664.3866,9610.343178,412504.5866,148962.5895,180885.2138,167955.9519,218221.9679,276424.2127,272425.8603,214415.1257,170319.6624,151786.3665,179211.9496
n825,402.1314925,1.311869435,C21H22O8,Flavanone 7-O-beta-D-glucoside,5,Undefined,Undefined,22976.67816,44542.92445,43445.98718,51025.33397,32743.77975,42836.32558,92296.55099,48939.28965,40426.25818,62079.90027,9066.161383,34073.42401,14912.83544,6955.697028,12381.88532,67509.52644,46746.29757,46685.65444,9040.588678,65896.0909,32168.09438,27324.71486,8316.821405,23434.03114,33780.29229,1531.834204,0,0,0,1834.314079,0,0,0,0,0,49950.76409,59903.51681,45689.74313,38490.09935,38496.58751,73509.90975,71862.94328,63929.39665,85915.36159,77940.08954,24468.89735,53102.73583,61367.24049,27332.28081,56139.18766,35539.63295,55001.54315,82948.2415,119517.3232,77409.06813,18419.51864,29885.81932,44638.74788,72910.85639,52154.02611,0,0,0,32254.08914,1925.77395,0,3413.531246,15473.71456,0,0,26954.35988,34366.14994,40746.39894,42167.36662,38372.6997,27449.77837,33853.42325,34515.61329
p5726,402.1686082,5.699975847,C22H26O7,"6-Hydroxy-9,9-dimethyl-5-(3-methyl-1-oxobutyl)-1-propyl-3H,9H-[1,2]-dioxolo[3',4':4,5]furo[2,3-f][1]benzopyran-3-one",5,Undefined,Undefined,100792.6522,59462.83606,83802.03834,23272.78837,74729.88618,49990.75151,99514.32002,102055.207,112895.2796,111838.4066,58461.42169,74394.51616,33465.01161,71628.11308,88514.43122,104571.5886,80619.84507,45989.28343,38104.47511,66641.17386,84672.87246,74710.29829,26590.8982,59267.87942,88364.17482,48248.17504,48661.91827,53439.219,43467.28743,64459.97028,64709.18607,54570.77472,24044.02735,49356.64691,19902.4206,101288.5311,76349.47969,88836.81366,69544.90094,45924.11286,82433.49498,90152.80198,29422.76853,106048.7666,99883.06638,80296.60481,75482.5253,80303.27054,39594.45168,81414.05725,18036.09201,42583.26942,90838.89104,81892.46337,78062.1266,59781.61918,63817.86296,48988.27551,84650.18446,75397.35853,51171.32901,37183.36338,20524.98661,45664.25162,44728.25354,26802.49357,36218.56113,45102.17231,70500.28637,63383.28352,17984.2352,31261.78639,38266.69882,53090.13694,57194.794,60537.01528,65501.58193,62679.39312
n2966,424.0375589,1.301884041,C14H18NO10S2,Sinalbin,5,Undefined,Undefined,10456.28579,9760.714521,10007.04335,9980.426375,16026.65426,11584.57651,9788.566238,8783.339558,9171.233534,16033.98437,12160.45991,13589.53712,8214.655117,15786.24607,12181.90764,18732.73613,12169.25942,15826.4166,21585.80534,12657.23699,14373.34437,16036.33082,17603.27286,11530.57447,14034.2981,37184.56548,18713.98109,51177.68926,41678.74749,154382.4053,24477.81312,15770.25318,36163.44454,39569.39999,73018.61606,6458.701896,7159.026429,10468.57638,7692.98953,8045.589078,10131.1286,6769.954467,7442.307261,6800.48547,9694.473382,16082.93201,9781.85993,4716.2754,14873.55841,7441.544277,19550.12651,21371.71011,11176.25017,9663.368689,14756.64368,19801.78276,13990.89508,16265.39125,11517.27307,11238.68005,39520.30802,30051.73078,38060.51172,39657.09639,113269.0665,42852.44005,32401.08989,23325.52542,46202.94331,86456.26915,10879.31872,21957.85597,15267.47232,15969.26823,13203.76386,12360.53711,17213.15316,10013.39796
p328,447.2390856,1.766370455,C20H37N3O6S,S-Decyl GSH,5,Undefined,Undefined,182625.8753,0,349821.6667,167133.3945,56826.05254,258045.2338,0,177399.3508,154284.0555,0,567365.8568,135651.4453,136982.6127,0,0,222999.5871,76957.85269,0,0,0,291201.4059,198071.7284,0,189996.6117,282519.7552,8584.073935,263953.0923,10504.34825,0,220518.3651,0,135529.2567,99951.7416,0,311063.9639,191985.3969,0,372522.6801,0,28487.77083,0,0,250886.0757,0,0,205348.0919,0,0,0,0,200513.5913,0,0,29326.09064,0,184721.4449,0,0,28287.2061,0,0,0,0,0,69758.16416,0,200121.2499,0,155390.3292,86471.13537,70483.83744,95195.45621,77077.94594,88851.65098,101614.6239,69351.57436,83880.65228,88733.94785
n2788,494.5059315,25.70289951,C33H66O2,tritriacontanoate,5,Undefined,Undefined,93598.80043,131736.7504,124177.2868,143346.2695,105366.1457,118799.0008,114222.9663,113154.9898,114598.9028,109403.9939,135121.7696,154770.9214,137112.8359,122822.9316,119614.4208,119789.2138,113607.7872,140390.1751,103155.6252,133650.3058,145313.981,154027.7417,124974.5714,109899.6994,141292.3225,97737.85674,105580.1459,85826.5441,95133.96198,113476.8063,101496.058,112522.7073,113621.4508,108539.5337,114799.5641,126537.5261,123024.7503,125164.1981,138892.5163,133574.4406,133413.2378,129796.8063,142819.8817,135253.5656,131368.9565,109445.9437,132088.0527,129188.4852,143340.3908,128473.0941,141210.9628,114842.584,124852.6183,116994.3834,111673.6496,114640.918,112301.7694,123383.9025,134203.762,113075.0284,112728.0234,130957.4677,101785.1759,97996.91749,127990.3279,129235.1774,110665.8527,148830.6603,95477.24498,115003.5656,109406.6467,128871.1574,112112.385,106532.5789,102170.0419,114947.2461,116173.6804,118572.7012
n623,512.3111978,3.706883113,C24H49O9P,1-acyl-sn-glycero-3-phosphoglycerol (n-C18:0),5,Undefined,Undefined,366437.9899,411182.3882,298171.8411,257498.0737,322431.3457,378729.2381,364058.6762,359160.6341,326140.4842,322237.7467,120370.2854,133194.7361,241350.5063,126565.0186,358899.1261,270119.0961,124452.218,155982.1324,104282.3,170346.6516,73613.43196,66001.02338,124415.5234,84974.85718,142561.9245,31544.43907,41183.27891,31296.95901,35323.79984,56430.33245,27990.14578,36950.46855,21654.48885,31957.7103,45555.02394,124882.9002,123691.2493,122607.2321,103975.6397,113417.5187,164426.5487,137074.1058,123353.251,175455.0161,145250.2523,105816.8881,88202.97079,115888.147,146851.284,126571.5445,96587.5761,113136.1586,132437.8521,138970.1573,110304.2082,60149.85431,77793.45855,111797.2797,131799.9588,63755.10783,20694.67746,31108.14454,28610.10942,29699.64132,23916.09294,21477.09121,27021.5235,27309.89027,28594.36609,29932.59645,91852.31604,108040.2553,104517.2771,101188.0554,97381.55752,104055.4409,103885.4178,92940.62006
p3096,552.3289992,4.064968463,C30H48O9,Lithocholate3-O-glucuronide,5,Undefined,Undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392792.4412,447959.8337,57712.18049,198904.0494,682476.6899,821460.3733,648171.1732,69672.23214,373712.3796,1295995.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327626.5516,94564.4797,305571.9649,33569.86279,201098.1203,116484.1537,85840.9999,734182.6736,40577.18193,238021.6228,63187.78344,59687.54083,63950.86844,78289.40001,77953.56944,83742.54858,78796.32338,75399.23236
p3573,584.3352502,4.613102566,C34H48O8,Huratoxin,5,Undefined,Undefined,68686.20798,59607.54107,94416.69652,47112.99592,82623.44119,76925.84588,126835.0993,55285.39813,83906.48433,95226.10003,84047.72512,56944.08989,51831.35407,118350.828,48913.50783,98802.73664,36452.1417,55937.11528,42172.86382,49170.98897,137410.687,62753.58212,35341.51137,30892.23891,94673.62476,41657.17169,68809.84426,39028.50354,29477.91016,26151.86056,66642.50472,64570.15,72144.46634,41502.77028,63569.6208,99737.72265,109918.0874,60612.90264,61746.14147,71199.98295,64035.39919,55785.22413,82208.4668,50348.85071,65881.95359,71520.14246,41821.57707,98452.05739,142969.1696,73613.09519,77939.16492,48350.1304,83567.07911,56651.42813,46669.29422,33283.84081,73392.72134,41137.11436,96835.29932,43442.45473,83838.92101,48191.80348,34504.52777,55619.17474,76531.52222,64933.69954,24338.54396,79549.2413,84025.5391,85304.40097,46441.84135,46144.04985,49678.858,47102.22076,54795.03661,51832.60384,45529.73712,47041.83067
n651,586.2206953,3.790938339,C35H30N4O5,chlorophyll c2,5,Undefined,Undefined,99954.74689,93045.94767,106133.8097,30125.10041,90689.07218,60213.84512,94552.88422,110061.8342,88885.49265,105885.4544,26208.02437,32508.04433,12976.72893,20806.16602,37756.06341,97425.94436,75726.83697,35917.80615,32073.14858,45614.99192,15531.08199,14068.95804,3525.220453,18394.80912,37147.57307,6647.298568,15767.61128,21152.05546,18051.99134,0,8688.076533,13175.38748,0,11044.0094,0,107356.0183,93267.32904,106628.1896,76137.5221,38392.17876,82330.83667,94131.15505,30132.17396,93887.6568,81817.78288,34811.15324,36195.57212,57443.07851,19050.31404,47567.58202,0,19847.81153,51854.89374,58649.62114,42056.80442,19140.31522,28775.44915,19689.66634,46572.60139,26939.64275,12252.60827,12900.56295,0,14350.89272,9774.869967,0,6793.327965,0,20339.47346,10042.72034,0,23325.36996,34873.26811,35067.49698,38190.60848,39268.73293,57642.50545,47322.11059
